iter	Logloss	CrossEntropy
0	0.5276542208	0.5276542208
1	0.4500476162	0.4500476162
2	0.4169532515	0.4169532515
3	0.3984558736	0.3984558736
4	0.3857348082	0.3857348082
5	0.3693783037	0.3693783037
6	0.3575576111	0.3575576111
7	0.3505637078	0.3505637078
8	0.346060047	0.346060047
9	0.3430554145	0.3430554145
10	0.3390477691	0.3390477691
11	0.3297597234	0.3297597234
12	0.3250154059	0.3250154059
13	0.3228199159	0.3228199159
14	0.3167361551	0.3167361551
15	0.3154185353	0.3154185353
16	0.3117069572	0.3117069572
17	0.3102486569	0.3102486569
18	0.3054045522	0.3054045522
19	0.3037930793	0.3037930793
20	0.301001746	0.301001746
21	0.2993683731	0.2993683731
22	0.2978956207	0.2978956207
23	0.2943021326	0.2943021326
24	0.2933894112	0.2933894112
25	0.2919593285	0.2919593285
26	0.2906146145	0.2906146145
27	0.2898529773	0.2898529773
28	0.2888228609	0.2888228609
29	0.2879399753	0.2879399753
30	0.2872167484	0.2872167484
31	0.2863271384	0.2863271384
32	0.2850930374	0.2850930374
33	0.2843837284	0.2843837284
34	0.2836352957	0.2836352957
35	0.2827786422	0.2827786422
36	0.2813819936	0.2813819936
37	0.2808510225	0.2808510225
38	0.279803653	0.279803653
39	0.2783675804	0.2783675804
40	0.275498541	0.275498541
41	0.2748590284	0.2748590284
42	0.2737945196	0.2737945196
43	0.2730770736	0.2730770736
44	0.2724297405	0.2724297405
45	0.271296777	0.271296777
46	0.2705357177	0.2705357177
47	0.2703094587	0.2703094587
48	0.2695030445	0.2695030445
49	0.2689896241	0.2689896241
50	0.2685195269	0.2685195269
51	0.2673568516	0.2673568516
52	0.2658398934	0.2658398934
53	0.2647601355	0.2647601355
54	0.2638491683	0.2638491683
55	0.2627915497	0.2627915497
56	0.2620241153	0.2620241153
57	0.2611914073	0.2611914073
58	0.2607830568	0.2607830568
59	0.2599970789	0.2599970789
60	0.2595200128	0.2595200128
61	0.2588301729	0.2588301729
62	0.2586187093	0.2586187093
63	0.258008221	0.258008221
64	0.2577589544	0.2577589544
65	0.2569597186	0.2569597186
66	0.2561948263	0.2561948263
67	0.2556898462	0.2556898462
68	0.2554745112	0.2554745112
69	0.2545516012	0.2545516012
70	0.2541501127	0.2541501127
71	0.2539987885	0.2539987885
72	0.2538401063	0.2538401063
73	0.2534528558	0.2534528558
74	0.2519241208	0.2519241208
75	0.2516702515	0.2516702515
76	0.2510853605	0.2510853605
77	0.2504670032	0.2504670032
78	0.2500020942	0.2500020942
79	0.2494022358	0.2494022358
80	0.2488884292	0.2488884292
81	0.2485687928	0.2485687928
82	0.2482332025	0.2482332025
83	0.2480765717	0.2480765717
84	0.2474877771	0.2474877771
85	0.2470979248	0.2470979248
86	0.2465568059	0.2465568059
87	0.2462528671	0.2462528671
88	0.2458802426	0.2458802426
89	0.2453349051	0.2453349051
90	0.2449882294	0.2449882294
91	0.2446601381	0.2446601381
92	0.2446105374	0.2446105374
93	0.2445164898	0.2445164898
94	0.2442775535	0.2442775535
95	0.2438143588	0.2438143588
96	0.2434524745	0.2434524745
97	0.2433189839	0.2433189839
98	0.2427525652	0.2427525652
99	0.2426378959	0.2426378959
100	0.2422867109	0.2422867109
101	0.2420928337	0.2420928337
102	0.2419715233	0.2419715233
103	0.2415477647	0.2415477647
104	0.2412576734	0.2412576734
105	0.2406396481	0.2406396481
106	0.2401013541	0.2401013541
107	0.2391953553	0.2391953553
108	0.2390939108	0.2390939108
109	0.238668858	0.238668858
110	0.2385041022	0.2385041022
111	0.2384351031	0.2384351031
112	0.2381852512	0.2381852512
113	0.237946959	0.237946959
114	0.2373500592	0.2373500592
115	0.23689207	0.23689207
116	0.2367243028	0.2367243028
117	0.2361234985	0.2361234985
118	0.2352460168	0.2352460168
119	0.2351325642	0.2351325642
120	0.2350242245	0.2350242245
121	0.234620285	0.234620285
122	0.2345404786	0.2345404786
123	0.2341658802	0.2341658802
124	0.2338216652	0.2338216652
125	0.2333277204	0.2333277204
126	0.2332372206	0.2332372206
127	0.2329055582	0.2329055582
128	0.2328051389	0.2328051389
129	0.2313826166	0.2313826166
130	0.2312757366	0.2312757366
131	0.2304639273	0.2304639273
132	0.2296434359	0.2296434359
133	0.2291739997	0.2291739997
134	0.2287887533	0.2287887533
135	0.2286761052	0.2286761052
136	0.2285957747	0.2285957747
137	0.2285022273	0.2285022273
138	0.2283880134	0.2283880134
139	0.2280701881	0.2280701881
140	0.2279733698	0.2279733698
141	0.2279131279	0.2279131279
142	0.2270995816	0.2270995816
143	0.2262662303	0.2262662303
144	0.2258601286	0.2258601286
145	0.2258084691	0.2258084691
146	0.2251838911	0.2251838911
147	0.2249777709	0.2249777709
148	0.2248825538	0.2248825538
149	0.2246878067	0.2246878067
150	0.2246349737	0.2246349737
151	0.224581718	0.224581718
152	0.2243584661	0.2243584661
153	0.2243092937	0.2243092937
154	0.2241785	0.2241785
155	0.2238607493	0.2238607493
156	0.2236897482	0.2236897482
157	0.2236001001	0.2236001001
158	0.2235332668	0.2235332668
159	0.2233629483	0.2233629483
160	0.2231734619	0.2231734619
161	0.2230125248	0.2230125248
162	0.2229584437	0.2229584437
163	0.2227409682	0.2227409682
164	0.2223483671	0.2223483671
165	0.2219457504	0.2219457504
166	0.2218631806	0.2218631806
167	0.2217651286	0.2217651286
168	0.2216469534	0.2216469534
169	0.2215537689	0.2215537689
170	0.221480995	0.221480995
171	0.2214243749	0.2214243749
172	0.2213587424	0.2213587424
173	0.2212783744	0.2212783744
174	0.2211880935	0.2211880935
175	0.2211294032	0.2211294032
176	0.2210664905	0.2210664905
177	0.2205073763	0.2205073763
178	0.2200471098	0.2200471098
179	0.2199613122	0.2199613122
180	0.2197754244	0.2197754244
181	0.2196183817	0.2196183817
182	0.2195542007	0.2195542007
183	0.2194798578	0.2194798578
184	0.2192315919	0.2192315919
185	0.2190770265	0.2190770265
186	0.2190134456	0.2190134456
187	0.2187546004	0.2187546004
188	0.2187045139	0.2187045139
189	0.2186714936	0.2186714936
190	0.2186180871	0.2186180871
191	0.2184585227	0.2184585227
192	0.218426769	0.218426769
193	0.2183871445	0.2183871445
194	0.2181584734	0.2181584734
195	0.2181278824	0.2181278824
196	0.2178577071	0.2178577071
197	0.2177994333	0.2177994333
198	0.2175359739	0.2175359739
199	0.2171208292	0.2171208292
200	0.2170690272	0.2170690272
201	0.2167392297	0.2167392297
202	0.2166898905	0.2166898905
203	0.2162984918	0.2162984918
204	0.2160197746	0.2160197746
205	0.2159752525	0.2159752525
206	0.2157177687	0.2157177687
207	0.2156637196	0.2156637196
208	0.2156318728	0.2156318728
209	0.2155822743	0.2155822743
210	0.2155318199	0.2155318199
211	0.2154774592	0.2154774592
212	0.215337395	0.215337395
213	0.2152942055	0.2152942055
214	0.2152373438	0.2152373438
215	0.2150540744	0.2150540744
216	0.2147287327	0.2147287327
217	0.2146689221	0.2146689221
218	0.2146347636	0.2146347636
219	0.2145619826	0.2145619826
220	0.2144317291	0.2144317291
221	0.2141227924	0.2141227924
222	0.2140910393	0.2140910393
223	0.2139783773	0.2139783773
224	0.213935786	0.213935786
225	0.213811667	0.213811667
226	0.2137613406	0.2137613406
227	0.2136492364	0.2136492364
228	0.2136006136	0.2136006136
229	0.2133526012	0.2133526012
230	0.2129926639	0.2129926639
231	0.2129436237	0.2129436237
232	0.2129102894	0.2129102894
233	0.2128574333	0.2128574333
234	0.2128032081	0.2128032081
235	0.2127712891	0.2127712891
236	0.2127100288	0.2127100288
237	0.2126063475	0.2126063475
238	0.212551702	0.212551702
239	0.2122053845	0.2122053845
240	0.2119633369	0.2119633369
241	0.2118668671	0.2118668671
242	0.2117920331	0.2117920331
243	0.2117490011	0.2117490011
244	0.2115801502	0.2115801502
245	0.2115215772	0.2115215772
246	0.2114340837	0.2114340837
247	0.2113973807	0.2113973807
248	0.2113557919	0.2113557919
249	0.2113265718	0.2113265718
250	0.2113028339	0.2113028339
251	0.2110777889	0.2110777889
252	0.2109089854	0.2109089854
253	0.210824736	0.210824736
254	0.2106864397	0.2106864397
255	0.2106584727	0.2106584727
256	0.2105386396	0.2105386396
257	0.2105183483	0.2105183483
258	0.2104756759	0.2104756759
259	0.2104353637	0.2104353637
260	0.2103882557	0.2103882557
261	0.2102271596	0.2102271596
262	0.2101803798	0.2101803798
263	0.2101550626	0.2101550626
264	0.210128238	0.210128238
265	0.2100917685	0.2100917685
266	0.2100090131	0.2100090131
267	0.2098688966	0.2098688966
268	0.2098329205	0.2098329205
269	0.209799995	0.209799995
270	0.2097557537	0.2097557537
271	0.2097269806	0.2097269806
272	0.2096922858	0.2096922858
273	0.2095694989	0.2095694989
274	0.2094655507	0.2094655507
275	0.2094075457	0.2094075457
276	0.2093861612	0.2093861612
277	0.2093531377	0.2093531377
278	0.2091779939	0.2091779939
279	0.2091542222	0.2091542222
280	0.2089832852	0.2089832852
281	0.208955421	0.208955421
282	0.2089334731	0.2089334731
283	0.2088734705	0.2088734705
284	0.2088365955	0.2088365955
285	0.2087649391	0.2087649391
286	0.2087172964	0.2087172964
287	0.2085950714	0.2085950714
288	0.208557597	0.208557597
289	0.20853487	0.20853487
290	0.2084634906	0.2084634906
291	0.2084439411	0.2084439411
292	0.2084115463	0.2084115463
293	0.208351956	0.208351956
294	0.2083145711	0.2083145711
295	0.2082871053	0.2082871053
296	0.2082511893	0.2082511893
297	0.2082246962	0.2082246962
298	0.2081548442	0.2081548442
299	0.2080805513	0.2080805513
300	0.2080434287	0.2080434287
301	0.2079663633	0.2079663633
302	0.2079381368	0.2079381368
303	0.2079049697	0.2079049697
304	0.2078703071	0.2078703071
305	0.2078176029	0.2078176029
306	0.207759624	0.207759624
307	0.2077166876	0.2077166876
308	0.207670603	0.207670603
309	0.207641094	0.207641094
310	0.2075439462	0.2075439462
311	0.2074797367	0.2074797367
312	0.2073573149	0.2073573149
313	0.2073342666	0.2073342666
314	0.2072491735	0.2072491735
315	0.2072171689	0.2072171689
316	0.2071590874	0.2071590874
317	0.2071188167	0.2071188167
318	0.20709827	0.20709827
319	0.2070721856	0.2070721856
320	0.2069089881	0.2069089881
321	0.2068734263	0.2068734263
322	0.206785544	0.206785544
323	0.2067603202	0.2067603202
324	0.2067300153	0.2067300153
325	0.2066813947	0.2066813947
326	0.2066418597	0.2066418597
327	0.206607823	0.206607823
328	0.2065736024	0.2065736024
329	0.206540024	0.206540024
330	0.2065210873	0.2065210873
331	0.2064860766	0.2064860766
332	0.2064508396	0.2064508396
333	0.2063964938	0.2063964938
334	0.2063453221	0.2063453221
335	0.2063297748	0.2063297748
336	0.2063033226	0.2063033226
337	0.2062472032	0.2062472032
338	0.2062132648	0.2062132648
339	0.2061453523	0.2061453523
340	0.2060297162	0.2060297162
341	0.2060005799	0.2060005799
342	0.2058287398	0.2058287398
343	0.2056276178	0.2056276178
344	0.2054209721	0.2054209721
345	0.2052933035	0.2052933035
346	0.2050494145	0.2050494145
347	0.2047937338	0.2047937338
348	0.204760244	0.204760244
349	0.2047169779	0.2047169779
350	0.2046103716	0.2046103716
351	0.2045595847	0.2045595847
352	0.2045195504	0.2045195504
353	0.2045018016	0.2045018016
354	0.2044771619	0.2044771619
355	0.204422512	0.204422512
356	0.2043794898	0.2043794898
357	0.2043556842	0.2043556842
358	0.2043251353	0.2043251353
359	0.204307447	0.204307447
360	0.204225853	0.204225853
361	0.2042017811	0.2042017811
362	0.204098858	0.204098858
363	0.2040817423	0.2040817423
364	0.2040611276	0.2040611276
365	0.2040370742	0.2040370742
366	0.2040103292	0.2040103292
367	0.2039902755	0.2039902755
368	0.2039382606	0.2039382606
369	0.2038427549	0.2038427549
370	0.2038126033	0.2038126033
371	0.203774488	0.203774488
372	0.2037302137	0.2037302137
373	0.203703331	0.203703331
374	0.2036654925	0.2036654925
375	0.2036450913	0.2036450913
376	0.2036232036	0.2036232036
377	0.2035944985	0.2035944985
378	0.2035127341	0.2035127341
379	0.2034366274	0.2034366274
380	0.2034114729	0.2034114729
381	0.2033874088	0.2033874088
382	0.20335808	0.20335808
383	0.2033361987	0.2033361987
384	0.2033091827	0.2033091827
385	0.2032672952	0.2032672952
386	0.2032304542	0.2032304542
387	0.2031902457	0.2031902457
388	0.2031597667	0.2031597667
389	0.2031480708	0.2031480708
390	0.2031102453	0.2031102453
391	0.2030882164	0.2030882164
392	0.2030373342	0.2030373342
393	0.203007794	0.203007794
394	0.2029466501	0.2029466501
395	0.2028799311	0.2028799311
396	0.2028544152	0.2028544152
397	0.2028113094	0.2028113094
398	0.2027832896	0.2027832896
399	0.2027523176	0.2027523176
400	0.2027083756	0.2027083756
401	0.2026822412	0.2026822412
402	0.2026407706	0.2026407706
403	0.2025712664	0.2025712664
404	0.2025448948	0.2025448948
405	0.2025226022	0.2025226022
406	0.2024633498	0.2024633498
407	0.2024406904	0.2024406904
408	0.2024245089	0.2024245089
409	0.2023936534	0.2023936534
410	0.2023652601	0.2023652601
411	0.2022934567	0.2022934567
412	0.2022499628	0.2022499628
413	0.2022208497	0.2022208497
414	0.2021812645	0.2021812645
415	0.2021598844	0.2021598844
416	0.2021419968	0.2021419968
417	0.2021055348	0.2021055348
418	0.2020843759	0.2020843759
419	0.2020589278	0.2020589278
420	0.2020371608	0.2020371608
421	0.2020132335	0.2020132335
422	0.2019896093	0.2019896093
423	0.2019561148	0.2019561148
424	0.2019346998	0.2019346998
425	0.2019112009	0.2019112009
426	0.2018861479	0.2018861479
427	0.2018259552	0.2018259552
428	0.2017955419	0.2017955419
429	0.2017619118	0.2017619118
430	0.2017313644	0.2017313644
431	0.2016591627	0.2016591627
432	0.2016177622	0.2016177622
433	0.2016058801	0.2016058801
434	0.2015664955	0.2015664955
435	0.2015287742	0.2015287742
436	0.2015109429	0.2015109429
437	0.2014855398	0.2014855398
438	0.2014429646	0.2014429646
439	0.2014258228	0.2014258228
440	0.201386353	0.201386353
441	0.2013045235	0.2013045235
442	0.2012846377	0.2012846377
443	0.2012726779	0.2012726779
444	0.2012470479	0.2012470479
445	0.201220188	0.201220188
446	0.201178541	0.201178541
447	0.2011297172	0.2011297172
448	0.2010655273	0.2010655273
449	0.2010427278	0.2010427278
450	0.201006354	0.201006354
451	0.2009879548	0.2009879548
452	0.2009615982	0.2009615982
453	0.2009427293	0.2009427293
454	0.2009029952	0.2009029952
455	0.2008668116	0.2008668116
456	0.2008375993	0.2008375993
457	0.2008188187	0.2008188187
458	0.2007839876	0.2007839876
459	0.200762462	0.200762462
460	0.2007378049	0.2007378049
461	0.2007147104	0.2007147104
462	0.200693245	0.200693245
463	0.2006584254	0.2006584254
464	0.2006238118	0.2006238118
465	0.2005903462	0.2005903462
466	0.2005658391	0.2005658391
467	0.2005414868	0.2005414868
468	0.2004755169	0.2004755169
469	0.2004475805	0.2004475805
470	0.2004310846	0.2004310846
471	0.2004082813	0.2004082813
472	0.2003823223	0.2003823223
473	0.200200723	0.200200723
474	0.200162565	0.200162565
475	0.1999552239	0.1999552239
476	0.1998479021	0.1998479021
477	0.1998214773	0.1998214773
478	0.199786252	0.199786252
479	0.1997540986	0.1997540986
480	0.1997270741	0.1997270741
481	0.1996992169	0.1996992169
482	0.1996694333	0.1996694333
483	0.1996343772	0.1996343772
484	0.199566942	0.199566942
485	0.1995448824	0.1995448824
486	0.1995072946	0.1995072946
487	0.1994825369	0.1994825369
488	0.1994548786	0.1994548786
489	0.1994213334	0.1994213334
490	0.1994013312	0.1994013312
491	0.1993702367	0.1993702367
492	0.1993255592	0.1993255592
493	0.1993076775	0.1993076775
494	0.199289522	0.199289522
495	0.199273988	0.199273988
496	0.1992348598	0.1992348598
497	0.19921346	0.19921346
498	0.1991785987	0.1991785987
499	0.1990207308	0.1990207308
500	0.1989727136	0.1989727136
501	0.1989100486	0.1989100486
502	0.1987673367	0.1987673367
503	0.1986100958	0.1986100958
504	0.198499267	0.198499267
505	0.1984747818	0.1984747818
506	0.1984380398	0.1984380398
507	0.1983974683	0.1983974683
508	0.198259548	0.198259548
509	0.1981246562	0.1981246562
510	0.1979851573	0.1979851573
511	0.1978600724	0.1978600724
512	0.1977807567	0.1977807567
513	0.1977419212	0.1977419212
514	0.1977231521	0.1977231521
515	0.1976759252	0.1976759252
516	0.1976489879	0.1976489879
517	0.1976265117	0.1976265117
518	0.1976055269	0.1976055269
519	0.1975782391	0.1975782391
520	0.1975533968	0.1975533968
521	0.1975138728	0.1975138728
522	0.1974945115	0.1974945115
523	0.19747571	0.19747571
524	0.1974354559	0.1974354559
525	0.1974078896	0.1974078896
526	0.19739091	0.19739091
527	0.1973800833	0.1973800833
528	0.1973578209	0.1973578209
529	0.197329322	0.197329322
530	0.1973130634	0.1973130634
531	0.1972732165	0.1972732165
532	0.1972568189	0.1972568189
533	0.1972207484	0.1972207484
534	0.1971111372	0.1971111372
535	0.1970651494	0.1970651494
536	0.1970565247	0.1970565247
537	0.1970183556	0.1970183556
538	0.1969882996	0.1969882996
539	0.1969708969	0.1969708969
540	0.1969372797	0.1969372797
541	0.1969010151	0.1969010151
542	0.1968818503	0.1968818503
543	0.1968511021	0.1968511021
544	0.1968288593	0.1968288593
545	0.196805204	0.196805204
546	0.19678503	0.19678503
547	0.19676057	0.19676057
548	0.1967309263	0.1967309263
549	0.1966991607	0.1966991607
550	0.1966661678	0.1966661678
551	0.1966377799	0.1966377799
552	0.1966155806	0.1966155806
553	0.1965365678	0.1965365678
554	0.196502744	0.196502744
555	0.1964811384	0.1964811384
556	0.1964617762	0.1964617762
557	0.1964416896	0.1964416896
558	0.1964333816	0.1964333816
559	0.196393258	0.196393258
560	0.1963690756	0.1963690756
561	0.1963450374	0.1963450374
562	0.1962697675	0.1962697675
563	0.1962417421	0.1962417421
564	0.1962144721	0.1962144721
565	0.196197446	0.196197446
566	0.1961615239	0.1961615239
567	0.1961480153	0.1961480153
568	0.1961110371	0.1961110371
569	0.1960989215	0.1960989215
570	0.1960790116	0.1960790116
571	0.1960628575	0.1960628575
572	0.1960271695	0.1960271695
573	0.1960069606	0.1960069606
574	0.1960018698	0.1960018698
575	0.1959802265	0.1959802265
576	0.1959683475	0.1959683475
577	0.1959590871	0.1959590871
578	0.1959308026	0.1959308026
579	0.195909706	0.195909706
580	0.1958902203	0.1958902203
581	0.1958636719	0.1958636719
582	0.1958421236	0.1958421236
583	0.1958255251	0.1958255251
584	0.1958121436	0.1958121436
585	0.195802894	0.195802894
586	0.1957891464	0.1957891464
587	0.1957808071	0.1957808071
588	0.1957621567	0.1957621567
589	0.1957345373	0.1957345373
590	0.1957086259	0.1957086259
591	0.195658378	0.195658378
592	0.1955917731	0.1955917731
593	0.1955211254	0.1955211254
594	0.1954904733	0.1954904733
595	0.1954616918	0.1954616918
596	0.195445913	0.195445913
597	0.195427252	0.195427252
598	0.195413259	0.195413259
599	0.1953882677	0.1953882677
600	0.1953493706	0.1953493706
601	0.1952362982	0.1952362982
602	0.1951925325	0.1951925325
603	0.1951712668	0.1951712668
604	0.1951326124	0.1951326124
605	0.1951196687	0.1951196687
606	0.1950332495	0.1950332495
607	0.1949851145	0.1949851145
608	0.1949624787	0.1949624787
609	0.194939062	0.194939062
610	0.1949160173	0.1949160173
611	0.1948993825	0.1948993825
612	0.1948855126	0.1948855126
613	0.1948616519	0.1948616519
614	0.1948452749	0.1948452749
615	0.1948230861	0.1948230861
616	0.1948066136	0.1948066136
617	0.1947338979	0.1947338979
618	0.1946704193	0.1946704193
619	0.1945800208	0.1945800208
620	0.1945549772	0.1945549772
621	0.1945053615	0.1945053615
622	0.1944443484	0.1944443484
623	0.1943290749	0.1943290749
624	0.1943177241	0.1943177241
625	0.1942815257	0.1942815257
626	0.1942631649	0.1942631649
627	0.194106283	0.194106283
628	0.1939870326	0.1939870326
629	0.1939725306	0.1939725306
630	0.193920957	0.193920957
631	0.1938901447	0.1938901447
632	0.1938712547	0.1938712547
633	0.1938284745	0.1938284745
634	0.1938091086	0.1938091086
635	0.1937765599	0.1937765599
636	0.1937590699	0.1937590699
637	0.1937475715	0.1937475715
638	0.1937229834	0.1937229834
639	0.1937036057	0.1937036057
640	0.1936823197	0.1936823197
641	0.1936154427	0.1936154427
642	0.1935986891	0.1935986891
643	0.1935773837	0.1935773837
644	0.1935520299	0.1935520299
645	0.1935247821	0.1935247821
646	0.1934961733	0.1934961733
647	0.1934816861	0.1934816861
648	0.1934588288	0.1934588288
649	0.1934489615	0.1934489615
650	0.193428202	0.193428202
651	0.1934074063	0.1934074063
652	0.1933735994	0.1933735994
653	0.19335008	0.19335008
654	0.1933330933	0.1933330933
655	0.1933078189	0.1933078189
656	0.1932054917	0.1932054917
657	0.1931826738	0.1931826738
658	0.1931641155	0.1931641155
659	0.1931528471	0.1931528471
660	0.1931373375	0.1931373375
661	0.1931161827	0.1931161827
662	0.1930950453	0.1930950453
663	0.1930701907	0.1930701907
664	0.193053953	0.193053953
665	0.1930375407	0.1930375407
666	0.1929834901	0.1929834901
667	0.1929548867	0.1929548867
668	0.19293797	0.19293797
669	0.1929174199	0.1929174199
670	0.1928487023	0.1928487023
671	0.1927817567	0.1927817567
672	0.1927621718	0.1927621718
673	0.1927467778	0.1927467778
674	0.1927254236	0.1927254236
675	0.1927172112	0.1927172112
676	0.192704562	0.192704562
677	0.1926871432	0.1926871432
678	0.192670136	0.192670136
679	0.1926578975	0.1926578975
680	0.1926338744	0.1926338744
681	0.1926059754	0.1926059754
682	0.1925895293	0.1925895293
683	0.1925095186	0.1925095186
684	0.1924937407	0.1924937407
685	0.1924709347	0.1924709347
686	0.1924553898	0.1924553898
687	0.1924348191	0.1924348191
688	0.1924197751	0.1924197751
689	0.1924046284	0.1924046284
690	0.1923881093	0.1923881093
691	0.1923558871	0.1923558871
692	0.1923355378	0.1923355378
693	0.1922609779	0.1922609779
694	0.1922341793	0.1922341793
695	0.1922160825	0.1922160825
696	0.1921931893	0.1921931893
697	0.1921690705	0.1921690705
698	0.1921608945	0.1921608945
699	0.192141174	0.192141174
700	0.1921224132	0.1921224132
701	0.1920575479	0.1920575479
702	0.1920450705	0.1920450705
703	0.1920381287	0.1920381287
704	0.1920253065	0.1920253065
705	0.1920012192	0.1920012192
706	0.1919793986	0.1919793986
707	0.1919575788	0.1919575788
708	0.1919187264	0.1919187264
709	0.1918805905	0.1918805905
710	0.1918388404	0.1918388404
711	0.1918189942	0.1918189942
712	0.1917968925	0.1917968925
713	0.1917642579	0.1917642579
714	0.1917507121	0.1917507121
715	0.1917264816	0.1917264816
716	0.1917077126	0.1917077126
717	0.1916916237	0.1916916237
718	0.1916657643	0.1916657643
719	0.1916411513	0.1916411513
720	0.1916301453	0.1916301453
721	0.1916043105	0.1916043105
722	0.191585182	0.191585182
723	0.1915537576	0.1915537576
724	0.1915309987	0.1915309987
725	0.1915161151	0.1915161151
726	0.191496481	0.191496481
727	0.1914717282	0.1914717282
728	0.191455949	0.191455949
729	0.1914389854	0.1914389854
730	0.1914103201	0.1914103201
731	0.1913957333	0.1913957333
732	0.191379132	0.191379132
733	0.1913388221	0.1913388221
734	0.1913159068	0.1913159068
735	0.191286272	0.191286272
736	0.1912706676	0.1912706676
737	0.1912543283	0.1912543283
738	0.1912285803	0.1912285803
739	0.1912085614	0.1912085614
740	0.1911980681	0.1911980681
741	0.1911728936	0.1911728936
742	0.1911599374	0.1911599374
743	0.1911300656	0.1911300656
744	0.1911139907	0.1911139907
745	0.1910903487	0.1910903487
746	0.1910780931	0.1910780931
747	0.1910606496	0.1910606496
748	0.1910380382	0.1910380382
749	0.1910169753	0.1910169753
750	0.1910111472	0.1910111472
751	0.1909976109	0.1909976109
752	0.1909216547	0.1909216547
753	0.1909030531	0.1909030531
754	0.1908792132	0.1908792132
755	0.1908655771	0.1908655771
756	0.1908484029	0.1908484029
757	0.1908345023	0.1908345023
758	0.1908105955	0.1908105955
759	0.1907858278	0.1907858278
